artikel_nr,bezeichnung,werkstoff,abmessungen,einheit,basispreis_eur,zkalk_offset_eur,preis_min_eur,preis_max_eur,sales_group,material_group,n_offers
05764800KS0001,PTFE-AS Solid Ball D=175,PTFE,,ST,831.25,0.0,831.25,831.25,VG 35 - Distribution,PTFE,1
05766100KS0001,"Labyrinth Dichtung 71x90,6x6,6 HS21037",,"71x90,6x6,6",ST,41.23,0.0,30.5094,51.604,,PTFE,5
05769600KS0001,Teflonleitung Tk 1440,,,ST,74.214,0.0,45.087,458.717,VG 30 - Industrial Solutions,Food/Pharma,10
05769700KS0001,"Faltenbalg 45x75,7 HS22185/22161",,"45x75,7",ST,289.985,0.0,189.4166,470.9341,,PTFE,3
05775000KS0001,Kolben D82 kpl. anod. inkl. Kolbenring,,,ST,44.2364,0.0,40.7693,47.7035,VG 30 - Industrial Solutions,Compressor,2
05777400KS0001,Shaft seal 120x150x12 HN2390 neg HS17034,,120x150x12,ST,181.5783,0.0,63.042,256.025,VG 35 - Distribution,Distribution,6
05778500KS0001,"PTFE-Folie 22x0,125mm 50m beids. geätzt",PTFE,"22x0,125",ROL,984.2,0.0,984.2,984.2,VG 35 - Distribution,Distribution,1
05785400KS0001,Rohrleitung 0-904-688-986 HS11007,,,ST,174.23,0.0,93.1,706.23,,Food/Pharma,6
05785500KS0001,Rohrleitung 0-904-689-791 HS11007,,,ST,174.895,0.0,93.1,707.56,,Food/Pharma,6
05806700KS0001,"Schlauch 5F OD1,8+-0,08mm,ID1,1+-0,08mm",,,M,2.4699,0.0,2.4699,2.4699,VG 27 - Medical,Internal medicine,1
05808100KS0001,RWDR 9x13x4 HS21060,,9x13x4,ST,6.1425,0.0,5.4188,18.3188,VG 27 - Medical,PTFE,11
05808500KS0001,RWDR spezial 14x22x4 HS21060,,14x22x4,ST,6.1364,0.0,5.611,18.3072,VG 27 - Medical,PTFE,11
05808600KS0001,RWDR 6x10x4 HS21060,,6x10x4,ST,6.1027,0.0,5.5065,18.4075,VG 27 - Medical,PTFE,11
05819800KS0001,PTFE-Hülle Ø610mm nach Zchng. K139714,PTFE,,ST,1452.1605,0.0,1059.3849,1529.4867,,Distribution,3
05823600KS0001,"RWDR 9,3x22x6 HN2390 HS17021 leitf.",,"9,3x22x6",ST,10.9326,0.0,9.7755,14.9359,,Machine Tools/Painting,4
05823800KS0001,Gleitring MRX-B100 HS21029,,,ST,19.1852,0.0,19.1852,19.1852,,Machine Tools/Painting,1
05864400KS0001,RWDR 90x110x10 HN2380 HS21037,,90x110x10,ST,85.785,0.0,69.027,102.543,,Food/Pharma,2
05873400KS0001,Folie PTFE+25%E-Kohle,"PTFE, KOHLE",,ST,875.805,0.0,800.66,950.95,VG 35 - Distribution,Distribution,2
05879400KS0001,RWDR 180x200x10 HS21060,,180x200x10,ST,426.4578,0.0,342.3154,1060.8186,,Food/Pharma,10
05882500KS0001,Shaft seal 55x72x8 HN2580 HS22102,,55x72x8,ST,60.5642,0.0,51.338,67.701,,Distribution,4
05884700KS0001,DT1-145/63 Guide Band,,,ST,17.6491,0.0,17.6491,17.6491,VG 26 - Energy,Energy Transfer & Distribution,1
05885100KS0001,Faltenbalg 15x34 HS17000,,15x34,ST,14.4638,0.0,9.2435,80.465,VG 32 - Food & Pharma,Food/Pharma,16
05895000KS0001,RWDR 110x140x12 HN2380 HS21037,,110x140x12,ST,70.357,0.0,54.796,130.207,,Food/Pharma,4
05897800KS0001,Schlauch schwarz 8x10 HS11007,,8x10,M,7.8221,0.0,7.8221,7.8221,,Machine Tools/Painting,1
05916000KS0001,"RC FEP 7"" GEÄTZT 0,5 NAT 5790",FEP,,ST,1967.735,0.0,1967.735,1967.735,VG 35 - Distribution,PTFE,1
05923300KS0001,RWDR 40x55x8 HN2390 mit Staubschutzlippe,,40x55x8,ST,50.9417,0.0,33.25,332.5,,Compressor,4
05924300KS0001,"Leiste 760x11x7,95 mm 20% PI",,"760x11x7,95",ST,650.0375,0.0,364.154,1506.89,VG 35 - Distribution,Distribution,3
05927700KS0001,Shaft seal 190x220x15  HS21059,,190x220x15,ST,182.4893,0.0,182.4893,182.4893,,Distribution,1
05930800KS0001,Shaft Seal 85x110x10 doli-same direction,,85x110x10,ST,87.6337,0.0,84.6545,97.4757,VG 35 - Distribution,PTFE,3
05931100KS0001,RWDR 38x47x5 HN2390 HS21037,,38x47x5,ST,124.9269,0.0,104.1124,189.0462,,Machine Tools/Painting,3
05935300KS0001,"Tube 4,5x0,5 L = 166mm HS22227",,"4,5x0,5",ST,0.2711,0.0,0.27,0.2711,VG 20 - Mobility,Chassis,4
05935400KS0001,"tube 8,5x0,5 l=107mm HS22227 blue",,"8,5x0,5",ST,3.6575,0.0,3.6575,3.6575,VG 20 - Mobility,Gasoline Engine,1
05936100KS0001,Schlauch 18x22x550 HS17006,,18x22x550,ST,22.1485,0.0,22.1485,22.1485,,Sensors,1
05936300KS0001,Schlauch 18x22x1550 HS17006,,18x22x1550,ST,49.2353,0.0,49.2353,49.2353,,Sensors,1
05936400KS0001,Schlauch 18x22x2050 HS17006,,18x22x2050,ST,60.245,0.0,60.245,60.245,,Sensors,1
05936600KS0001,Schlauch 12x14x210,,12x14x210,ST,4.8651,0.0,4.8651,4.8651,,Sensors,1
05936700KS0001,Schlauch 12x16x550 HS17006,,12x16x550,ST,9.3053,0.0,8.246,10.3647,,Sensors,2
05936800KS0001,Schlauch 12x16x1050 HS17006,,12x16x1050,ST,16.1701,0.0,14.1645,19.285,,Sensors,3
05936900KS0001,Schlauch 12x16x1550 HS17006,,12x16x1550,ST,28.7253,0.0,25.802,36.2385,,Sensors,5
05937000KS0001,Schlauch 12x16x2050 HS17006,,12x16x2050,ST,35.3448,0.0,29.925,48.8881,,PTFE,12
05937100KS0001,Schlauch 12x16x6050 HS17006,,12x16x6050,ST,90.174,0.0,89.509,110.8704,,Sensors,3
05937400KS0001,Faltenbalg L=68 D=24 PTFE,PTFE,,ST,41.4295,0.0,31.654,997.5,,Food/Pharma,4
05939000KS0001,RWDR 18x30x7 Do-li. geg. HS21037,,18x30x7,ST,82.3204,0.0,51.6439,112.9968,,Machine Tools/Painting,2
05940600KS0001,VENTILKEGEL UNTERTEIL,,,ST,14.1978,0.0,12.1695,16.226,,PTFE,2
05941900KS0001,"Platte,PTFE40%BZ,2000+10x1000+10x8-",,10x1000,ST,2391.34,0.0,2264.99,3390.4493,VG 35 - Distribution,Semi finished Products,9
05942400KS0001,"Gleitlager 31,7x25,5x38,1",,"31,7x25,5x38,1",ST,5.0274,0.0,3.9235,5.2668,,General Mechanical Eng.,5
05943300KS0001,"Faltenbalg DN250 Ø160xØ290x159,5",,"Ø290x159,5",ST,3351.6,0.0,2905.518,3617.6,VG 35 - Distribution,PTFE,3
05948600KS0001,Bellow DE001115_00 HS22121,,,ST,26.0015,0.0,20.748,26.999,VG 30 - Industrial Solutions,Food/Pharma,4
05949700KS0500,"Schlauch 4,5x5,5 HS22233",,"4,5x5,5",M,14.8228,0.0,4.3757,25.27,VG 20 - Mobility,Gasoline Engine,2
05953400KS0001,"Schlauch 0,5x0,9mm schwarz",,"0,5x0,9",M,1.9655,0.0,1.4634,4.222,,PTFE,4
05953700KS0001,Faltenbalg 7000340544,,,ST,408.31,0.0,287.679,484.652,VG 30 - Industrial Solutions,Food/Pharma,14
05953900KS0001,piston ring Ø95 gas tight HS21037,,,ST,22.3906,0.0,21.945,25.1436,VG 30 - Industrial Solutions,Compressor,3
05960200KS0001,PTFE-Stangendichtung 450x12mm,PTFE,450x12,ST,445.55,0.0,364.42,493.43,,Distribution,4
05965200KS0001,Verteilerdeckel 8420-6630-010 HS22177,,,ST,1097.25,0.0,1067.325,1156.967,,Food/Pharma,3
05970300KS0001,RWDR 95x110x10 HN2390 HS21037,,95x110x10,ST,112.8106,0.0,112.8106,112.8106,,Distribution,1
05972100KS0001,Auxiliary Nozzle 245kV SMART & 420,,,ST,59.7835,0.0,59.7835,59.7835,VG 26 - Energy,PTFE,1
05975300KS0001,Bellow 5-0370013 HS22187,,,ST,43.358,0.0,36.442,78.071,,Food/Pharma,9
05975400KS0001,Diaphrgm DE001113_02,,,ST,27.531,0.0,27.531,27.531,,PTFE,1
05988500KS0001,"Dichtring oval 155x246,5mm HS 17034",,"155x246,5",ST,158.669,0.0,158.669,158.669,VG 35 - Distribution,PTFE,1
05994900KS0001,Stab PTFE 3236 Ø70+20 x 900+25 mm,PTFE,20x900,ST,997.766,0.0,997.766,997.766,VG 26 - Energy,Hydrogen,2
05995700KS0001,Stab PTFE 3236 Ø80+10 x 900+25 mm,PTFE,10x900,ST,1025.43,0.0,1025.43,1025.43,VG 26 - Energy,Hydrogen,1
05996800KS0001,Stab PTFE 3236 Ø140(+6) X 900(+25)MM,PTFE,Ø140X900,ST,1746.955,0.0,1643.215,1883.014,VG 31 - Semicon/Chemistry,Hydrogen,5
06007700KS0001,Platte PTFE+25% Kohle 1000x1000x40 mm,"PTFE, KOHLE",1000x1000x40,ST,2452.52,0.0,2452.52,2452.52,VG 35 - Distribution,Semi finished Products,1
06317800KS0001,Piston assembly Ø 95mm incl. piston ring,,,ST,92.9005,0.0,0.3591,2872.8,,Compressor,7
06317900KS0001,Piston assembly Ø 95mm incl. piston ring,,,ST,76.7869,0.0,0.3591,99.097,,Compressor,6
06318300KS0001,Piston Ø90 including piston ring HS21037,,,ST,260.3934,0.0,195.0884,442.9219,,Compressor,5
06322700KS0001,Faltenbalg L=90 D=28 PTFE,PTFE,,ST,99.883,0.0,67.697,913.577,,Food/Pharma,12
06323800KS0001,Reflektorende 10228225,,,ST,41.3763,0.0,25.9616,228.7733,VG 26 - Energy,PTFE,14
06328100KS0001,"Faltenbalg L=54,5 d=28 PTFE",PTFE,,ST,16.492,0.0,7.581,36.442,VG 32 - Food & Pharma,Food/Pharma,15
06330100KS0001,Dichtscheibe 125 Rückschlagv. HS17021,,,ST,12.5499,0.0,12.0704,15.1088,,Compressor,5
06337200KS0001,EFN URF-B 14-322-HS17020-C,,,ST,17.157,0.0,15.8935,22.0115,,Distribution,3
06339700KS0001,Verschlussdeckel,,,ST,3.724,0.0,3.325,3.9235,,Machine Tools/Painting,6
06339900KS0001,Distanzhülse,,,ST,1.596,0.0,0.9209,1.6798,,Machine Tools/Painting,5
06341000KS0045,"RWDR 57,76x67,5x6,4 HN2390 HS17608",,"57,76x67,5x6,4",ST,2.1859,0.0,2.1859,2.1859,VG 20 - Mobility,Gasoline Engine,1
06350410KS0001,RWDR 130x160x12 mit Staublip. HS21037,,130x160x12,ST,65.2591,0.0,65.2591,65.2591,,Compressor,1
06350910KS0001,Innenring 120x130x30 Rechtsdrall,,120x130x30,ST,146.2415,0.0,146.2415,146.2415,,Compressor,1
06421700KS0001,Spiralgehäuse 1.109142.00 HS 22216,,,ST,18862.725,0.0,15429.33,22296.12,,Fluidtechnology,2
06425000KS0001,Faltenbalg HS22121 Ø25xØ60 x Drehlg. 56,,,ST,915.0134,0.0,915.0134,1050.035,VG 35 - Distribution,PTFE,3
06428700KS0001,"Gleitring 17,5x22,75x0,15",,"17,5x22,75x0,15",ST,1.5556,0.0,0.8556,3.6614,VG 27 - Medical,PTFE,3
06429810KS0001,RWDR 30x47x7 HN2390 m. SL HS21037,,30x47x7,ST,20.5452,0.0,19.16,21.9304,,Compressor,2
06484000KS0001,Weichsitzdichtung SW 40 PTFE3236 HS17027,,,ST,36.3283,0.0,26.6218,66.0877,VG 31 - Semicon/Chemistry,Fluidtechnology,3
06487800KS0001,"Schlauch 1,4x2,4x1906 blau get.farbm.",,"1,4x2,4x1906",ST,10.3644,0.0,9.7198,26.6853,VG 27 - Medical,Internal medicine,13
06489000KS0001,Ring 8415-6698-030,,,ST,172.501,0.0,78.337,586.663,,Food/Pharma,4
06490200KS0001,Faltenbalg 2 Komp. 228x254x260,,228x254x260,ST,1369.9,0.0,1311.38,1658.51,,Food/Pharma,5
06492900KS0001,PTFE-Folie 300x300x2 LN9298-5.1129.,PTFE,300x300x2,ST,53.865,0.0,41.23,182.21,VG 34 - Aerospace,Aerospace,4
06495200KS0001,Gleitring-Satz FB7 HS 22186,,,ZSZ,9725.8272,0.0,9378.4817,10073.1726,,General Mechanical Eng.,2
06495500KS0001,"Schlauchprofil 1X3,5x4,5",,"1X3,5x4,5",M,9.0779,0.0,4.671,11.958,,General Mechanical Eng.,8
06495800KS0001,Gleitring-Satz FB3 PEP 2010 HS 2218,,,ZSZ,9856.9492,0.0,9836.5603,11225.8118,,PTFE,3
06502770KS0100,Kontaktträger RW,,,ST,7.7206,0.0,6.8635,8.5778,,PTFE,2
06502850KS0005,Abstreifmansch. 52 HS21029,,,ST,233.415,0.0,233.415,233.415,,PTFE,1
06504120KS0001,"Schlauch blau 1,05x1,70",,"1,05x1,70",M,1.2428,0.0,0.9486,1.8299,VG 27 - Medical,Internal medicine,11
06505600KS0001,"tube 1,73x2,40x2400 get. HS 22233",,"1,73x2,40x2400",ST,1.9949,0.0,1.7986,2.8591,,PTFE,4
06506610KS0001,Hutmanschette 47 x 30,,47x30,ST,20.0427,0.0,20.0427,20.0427,,PTFE,1
06506760KS0001,RWDR 473540113 GEKL  HS21037,,,ST,156.94,0.0,123.025,167.713,VG 35 - Distribution,Distribution,8
06507060KS0008,"Buchse 41,3x57,0x34,6 HS17035",,"41,3x57,0x34,6",ST,31.1486,0.0,31.1486,46.5633,,Distribution,3
06507200KS0001,"Rohling,mod.PTFE25%Glas",,,ST,747.46,0.0,619.78,864.5,VG 35 - Distribution,Semi finished Products,4
06507490KS0001,"FUEH-RG 260X24,9 SCHRAEG 17020",,"260X24,9",ST,255.4664,0.0,203.9023,510.9328,,PTFE,3
06508540KS0160,Schlauch 2300 ger. LG. spez. get.,,,ST,4.2846,0.0,4.2846,4.2846,,PTFE,1
06508810KS0001,Seal ring 740225115 HS22152,,,ST,27.4712,0.0,14.6726,113.9956,VG 30 - Industrial Solutions,Compressor,5
06508970KS0001,RWDR 473837213 SONDER HS17034,,,ST,79.0685,0.0,60.781,159.334,,Food/Pharma,4
06509010KS0001,Scraper 740225076,,,ST,33.2008,0.0,21.2241,120.5485,VG 30 - Industrial Solutions,Compressor,5
06509110KS0001,Tension Ring 740225066 HS 17027,,,ST,39.7085,0.0,10.1496,132.7872,VG 30 - Industrial Solutions,Compressor,13
06509800KS0001,Schutzhülse Kopf 661.7031/5,,,ST,441.8535,0.0,337.5686,1063.6319,VG 27 - Medical,PTFE,6
06510600KS0001,RWDR 474290013 NEG   HS21037,,,ST,235.809,0.0,59.85,289.8735,,General Mechanical Eng.,6
06510790KS0001,RWDR 110x140x12 sonder neg. HS21037,,110x140x12,ST,184.2271,0.0,51.9232,340.0544,VG 31 - Semicon/Chemistry,General Mechanical Eng.,18
06511090KS0050,RWDR 35x47x8 sonder HS21037,,35x47x8,ST,9.027,0.0,8.8039,9.2502,,Compressor,2
06513620KS0001,RWDR 200x226x15 Doli,,200x226x15,ST,333.2561,0.0,261.3384,405.1739,,General Mechanical Eng.,2
06513970KS0001,Schlauch rot HN1331,,,M,1.9937,0.0,1.323,2.5738,,Internal medicine,5
06516560KS0001,RWDR 22x35x7 verklebt HN2380 HS17608,,22x35x7,ST,246.316,0.0,191.254,301.378,,Distribution,2
06517370KS0001,RWDR 35x47x8 HN2580 reiopt. HS17608,,35x47x8,ST,236.74,0.0,220.78,252.7,,PTFE,2
06518500ET0001,RWDR HN2380 55x72x8,,55x72x8,ST,38.4616,0.0,19.2451,58.0186,,Distribution,6
06518502KS0001,RWDR 426238165 HS17608,,,ST,27.8635,0.0,25.536,30.191,,Food/Pharma,2
06518690KS0001,RWDR 60x80x8  HS17608,,60x80x8,ST,16.3856,0.0,15.6408,17.1304,,Distribution,2
06524310KS0001,RWDR 95x120x12 HN2390 HS17032,,95x120x12,ST,70.9422,0.0,38.5833,194.18,,PTFE,7
06524580KS0001,"RWDR 145x180x12,8  HS17032",,"145x180x12,8",ST,325.85,0.0,325.85,325.85,,PTFE,1
06528810KS0001,Schlauch 6x8mm 7% Glasfaser,,6x8,M,11.7705,0.0,11.4513,58.653,,Food/Pharma,3
06529380KS0100,"EFN CAX-AD12,0-368-3-C HS21039",,,ST,59.5654,0.0,57.9375,61.1933,VG 35 - Distribution,Compressor,2
06529620KS0001,RWDR 474198013 SONDER HS21037,,,ST,30.3905,0.0,17.1437,167.8327,VG 35 - Distribution,PTFE,9
06533060KS0001,RWDR 474570113       HS17034,,,ST,410.2385,0.0,410.2385,410.2385,VG 30 - Industrial Solutions,Food/Pharma,5
06534702KS0001,RWDR 426417213 1.4571 HS21037,,,ST,45.885,0.0,42.826,48.944,,Food/Pharma,2
06536500KS0001,"Wellenmembrane Ø165mm, HS22121",,,ST,192.7702,0.0,192.7702,192.7702,VG 30 - Industrial Solutions,Fluidtechnology,1
06536910KS0001,RWDR 75x100x10 doppel HS21037,,75x100x10,ST,75.544,0.0,61.446,89.642,VG 30 - Industrial Solutions,Food/Pharma,2
06538370ET0001,shaft seal HN2390 110x140x12,,110x140x12,ST,143.4006,0.0,48.3987,242.5335,VG 31 - Semicon/Chemistry,Distribution,41
06539100KS0001,Isolationsscheibe 8-eckig 0722704,,,ST,1.2635,0.0,1.2635,1.2635,VG 31 - Semicon/Chemistry,PTFE,1
06539420KS0001,Shaft seal 65x80x8 HN2390 gekl. HS21037,,65x80x8,ST,53.0537,0.0,29.26,196.175,VG 20 - Mobility,Compressor,13
06543960KS0001,Schlauch 9x12 druckgepr.17bar HS17006,,9x12,M,8.4708,0.0,8.3697,8.5719,,PTFE,2
06544340KS0001,"Schlauch 0,72x1,08 blau",,"0,72x1,08",M,1.2388,0.0,0.9991,1.2576,VG 27 - Medical,Internal medicine,3
06546100KS0001,RWDR 40x55x8 HN2390 verkl. HS21037,,40x55x8,ST,51.1132,0.0,51.1132,145.103,,PTFE,3
06546200KS0065,Abstreifer DN 50 HS17019,,DN 50,ST,18.1545,0.0,10.5974,25.2873,VG 30 - Industrial Solutions,Sensors,4
06546710ET0001,RWDR HN2390 22x35x7,,22x35x7,ST,53.3776,0.0,24.6077,120.5934,,PTFE,10
06546980KS0001,"Schlauch weiss 1,05x1,70",,"1,05x1,70",M,1.2201,0.0,0.9384,1.8061,,Internal medicine,11
06547010KS0001,RWDR 474219 SKY/DOPP HS21037,,,ST,89.0286,0.0,61.9684,160.8566,VG 35 - Distribution,Machine Tools/Painting,3
06548610ET0001,"HST 4:1 PTFE 3/16"" nat 4ft",PTFE,,ST,3.0103,0.0,2.4259,6.65,VG 35 - Distribution,Distribution,45
06548810ET0001,"HST 4:1 PTFE 1/4"" nat 1220mm",PTFE,,ST,4.7289,0.0,2.9659,41.5625,VG 35 - Distribution,Distribution,28
06548920KS0075,Membrane MVR-01-02-007,,,ST,24.9907,0.0,24.9907,24.9907,,Distribution,1
06549010ET0001,"HST 4:1 PTFE 5/16"" nat 1220mm",PTFE,,ST,3.2173,0.0,2.6214,332.5,VG 35 - Distribution,PTFE,27
06549152KS0001,RWDR 235x265x15 HN2390 HS17100,,235x265x15,ST,203.091,0.0,164.388,313.747,,Food/Pharma,4
06549310ET0001,"HST 4:1 PTFE 3/8"" nat 1220mm",PTFE,,ST,4.4495,0.0,2.5962,16.625,VG 35 - Distribution,Distribution,34
06549410ET0001,"HST 4:1 PTFE 7/16"" nat 4ft",PTFE,,ST,4.3401,0.0,3.325,48.146,VG 35 - Distribution,PTFE,5
06549510ET0001,"HST 4:1 PTFE 1/2"" nat 4ft",PTFE,,ST,5.6349,0.0,3.4912,33.25,VG 35 - Distribution,Distribution,28
06550510ET0001,"HST 4:1 PTFE 9/16"" nat 4ft",PTFE,,ST,4.5027,0.0,4.2999,5.6326,VG 35 - Distribution,Distribution,4
06551000KS0001,Slide ring TAM16,,,ST,38.2584,0.0,33.0505,49.1013,VG 27 - Medical,PTFE,14
06551500ET0001,"Moldflon Schlauch 4,0x6,0 (1,0) mm",,"4,0x6,0",M,6.02,0.0,5.8152,6.2249,,Distribution,2
06551600ET0001,"Moldflon Schlauch 6,0x8,0 (1,0) mm",,"6,0x8,0",M,13.3,0.0,13.3,13.3,,PTFE,1
06553170KS0001,"Schlauch 8,5x9,27 natur HN1331",,"8,5x9,27",M,14.6699,0.0,14.6699,14.6699,,PTFE,1
06557320KS0001,RWDR 426871113 1.4571 HS21037,,,ST,229.4915,0.0,167.846,291.137,,Food/Pharma,2
06557400KS0001,"Schlauch 0,85x2,55 mm natur HN1331",,"0,85x2,55",M,5.5461,0.0,5.3466,5.9451,,Distribution,3
06558990KS0001,RWDR 100x130x12 1.4571 HS21037,,100x130x12,ST,201.3952,0.0,144.571,258.2195,,General Mechanical Eng.,2
06562670KS0001,RWDR 473457213 REIOPT HS21037,,,ST,79.2547,0.0,46.0446,134.596,VG 30 - Industrial Solutions,Fluidtechnology,3
06562680KS0001,RWDR 477039012 REIOPT HS21037,,,ST,53.3463,0.0,39.3281,125.286,,Compressor,10
06563610ET0001,"HST 4:1 PTFE 5/8"" nat 4ft",PTFE,,ST,5.5188,0.0,3.8131,7.7991,VG 35 - Distribution,Distribution,14
06564610ET0001,"HST 4:1 PTFE 11/16"" nat 1220mm",PTFE,,ST,8.8046,0.0,5.0301,15.7206,VG 35 - Distribution,Distribution,16
06564710ET0001,"HST 4:1 PTFE 3/4"" nat 4ft",PTFE,,ST,6.1699,0.0,5.7988,9.6425,VG 35 - Distribution,Distribution,13
06564810ET0001,"HST 4:1 PTFE 7/8"" nat 1220mm",PTFE,,ST,7.711,0.0,6.65,10.116,VG 35 - Distribution,Distribution,10
06564910ET0001,"HST 4:1 PTFE 1"" nat 4ft",PTFE,,ST,8.097,0.0,4.8013,15.7507,VG 35 - Distribution,PTFE,29
06565010ET0001,"HST 4:1 PTFE 1 1/4"" nat 1220mm",PTFE,,ST,16.363,0.0,8.3564,166.25,VG 35 - Distribution,PTFE,21
06565110ET0001,"HST 4:1 PTFE 1 1/2"" nat 1220mm",PTFE,,ST,14.5635,0.0,11.5205,41.5625,VG 35 - Distribution,Distribution,21
06565210ET0001,"HST 4:1 PTFE 1 3/4"" nat 1220mm",PTFE,,ST,20.4554,0.0,11.704,25.2979,VG 35 - Distribution,PTFE,10
06565310ET0001,"HST 4:1 PTFE 2"" nat 4ft",PTFE,,ST,47.2502,0.0,23.924,166.25,VG 35 - Distribution,PTFE,8
06565850KS0001,RWDR 25x38x7  HN2390,,25x38x7,ST,220.8003,0.0,121.7433,517.9863,,PTFE,3
06565910ET0001,"HST 4:1 PTFE 3/32"" nat 1220mm",PTFE,,ST,3.7638,0.0,2.4911,4.6284,VG 35 - Distribution,Distribution,8
06566660KS0001,RWDR 473265 SKY/DOPP HS21037,,,ST,335.16,0.0,335.16,335.16,,Distribution,1
06567700KS0001,Membrane NGMV DN40 Standard HS22121,,DN40,ST,15.8423,0.0,14.0842,44.0751,VG 30 - Industrial Solutions,Fluidtechnology,6
06567800KS0001,Membrane NGMV DN25 Standard HS22121,,DN25,ST,13.329,0.0,11.4468,35.3668,VG 30 - Industrial Solutions,Fluidtechnology,6
06567900KS0001,Membrane NGMV DN15 Standard HS22121,,DN15,ST,11.652,0.0,9.4032,31.3211,VG 30 - Industrial Solutions,Fluidtechnology,6
06568100KS0001,Membrane NGMV DN20 Standard HS22121,,DN20,ST,12.8715,0.0,10.8568,31.6023,VG 30 - Industrial Solutions,Fluidtechnology,6
06568310ET0001,HST 2:1 PTFE AWG 30 tw nat 1220mm,PTFE,,ST,3.544,0.0,2.394,6.65,VG 35 - Distribution,Distribution,28
06568410ET0001,HST 2:1 PTFE AWG 28 tw nat 1220mm,PTFE,,ST,2.926,0.0,1.9471,6.65,VG 35 - Distribution,Aerospace,20
06568510ET0001,HST 2:1 PTFE AWG 26 tw nat 4ft,PTFE,,ST,2.66,0.0,2.4206,5.0149,VG 35 - Distribution,PTFE,11
06568610ET0001,HST 2:1 PTFE AWG 24 tw nat 1220mm,PTFE,,ST,3.591,0.0,2.7265,6.9913,VG 35 - Distribution,PTFE,5
06568710ET0001,HST 2:1 PTFE AWG 22 tw nat 4ft,PTFE,,ST,3.8304,0.0,3.8304,3.8304,VG 35 - Distribution,PTFE,1
06568810ET0001,HST 2:1 PTFE AWG 20 tw nat 4ft,PTFE,,ST,5.4357,0.0,5.4357,5.4357,VG 35 - Distribution,PTFE,1
06568910ET0001,HST 2:1 PTFE AWG 19 tw nat 1220mm,PTFE,,ST,4.8545,0.0,3.059,6.65,VG 35 - Distribution,Distribution,4
06569010ET0001,HST 2:1 PTFE AWG 18 tw nat 1220mm,PTFE,,ST,5.0351,0.0,3.0989,7.7197,VG 35 - Distribution,Distribution,8
06569110ET0001,HST 2:1 PTFE AWG 17 tw nat 1220mm,PTFE,,ST,4.1496,0.0,3.591,7.8741,VG 35 - Distribution,Distribution,8
06569200KS0001,Ventilkörper E 08; PTFE rw.,PTFE,,ST,1.9019,0.0,1.6891,3.325,VG 30 - Industrial Solutions,Fluidtechnology,3
06569600KS0001,Ventilkörper E 40; PTFE rw.,PTFE,,ST,10.6799,0.0,10.6799,10.6799,VG 30 - Industrial Solutions,PTFE,2
06570690KS0001,RWDR 473032013       HS17034,,,ST,72.5781,0.0,48.0795,156.7405,VG 30 - Industrial Solutions,Food/Pharma,20
06570930KS0001,"RWDR 95x115x9,5    HS21037",,"95x115x9,5",ST,43.9445,0.0,19.6601,68.229,,Compressor,2
06572210ET0001,HST 2:1 PTFE AWG 11 tw nat 1220mm,PTFE,,ST,6.1628,0.0,3.458,8.8675,VG 35 - Distribution,Distribution,2
06572810ET0001,HST 2:1 PTFE AWG 16 tw nat 1220mm,PTFE,,ST,4.4555,0.0,3.9235,8.0316,VG 35 - Distribution,Distribution,7
06572910ET0001,HST 2:1 PTFE AWG 15 tw nat 1220mm,PTFE,,ST,3.6575,0.0,3.6575,6.5706,VG 35 - Distribution,Distribution,4
06573010ET0001,HST 2:1 PTFE AWG 14 tw nat 1220mm,PTFE,,ST,4.3761,0.0,3.1255,6.702,VG 35 - Distribution,Distribution,14
06573110ET0001,HST 2:1 PTFE AWG 13 tw nat 4ft,PTFE,,ST,4.2959,0.0,3.724,8.5232,VG 35 - Distribution,Distribution,13
06573210ET0001,HST 2:1 PTFE AWG 12 tw nat 1220mm,PTFE,,ST,4.0565,0.0,2.8396,8.6937,VG 35 - Distribution,Distribution,17
06573410ET0001,HST 2:1 PTFE AWG 10 tw nat 4ft,PTFE,,ST,4.788,0.0,3.99,12.5263,VG 35 - Distribution,Distribution,23
06573510ET0001,HST 2:1 PTFE AWG 9 tw nat 1220mm,PTFE,,ST,4.8545,0.0,4.8545,4.8545,VG 35 - Distribution,PTFE,1
06573610ET0001,HST 2:1 PTFE AWG 8 tw nat 4ft,PTFE,,ST,5.9185,0.0,4.1562,16.5459,VG 35 - Distribution,Distribution,16
06573710ET0001,HST 2:1 PTFE AWG 7 tw nat 1220mm,PTFE,,ST,5.6525,0.0,5.6525,5.6525,VG 35 - Distribution,Distribution,1
06573950KS0042,RWDR 473738113 REI/NEG HS21037,,,ST,22.078,0.0,19.817,22.078,VG 35 - Distribution,Distribution,3
06574330ET0001,RWDR HN2390 17x35x7,,17x35x7,ST,56.1603,0.0,15.0011,156.3282,VG 20 - Mobility,Gasoline Engine,25
06574680KS0001,RWDR 180x210x15 HN2390 HS21037,,180x210x15,ST,332.7367,0.0,232.351,1180.8232,,General Mechanical Eng.,10
06574840KS0028,shaft seal 17x41x3 HS17100,,17x41x3,ST,10.8927,0.0,7.3682,76.874,VG 30 - Industrial Solutions,Food/Pharma,5
06574900KS0001,Ventilkörper E 50; PTFE rw.,PTFE,,ST,19.5909,0.0,19.5909,61.845,VG 30 - Industrial Solutions,PTFE,4
